Muestra,IRRADIANCE [W/m^2],TEMPERATURE [°C],ZENITH [deg],AZIMUTH [deg],ALBEDO,Vmpp,Impp,Pmpp,Fill Factor,Eficiencia
2020_19_03_14_42,744,20.1,39,-99,0.15,13.66,3.71,50.62,0.64992,0
2020_19_03_14_47,755,20.4,37,-99,0.15,13.85,1.06,14.72,0.69568,0
2020_19_03_14_53,798,20.9,35,-100,0.15,15.06,3.03,45.56,0.73208,1
2020_19_03_14_59,798,20.9,35,-100,0.15,14.06,3.61,50.69,0.67078,0
2020_19_03_15_05,830,21.3,33,-101,0.15,14.26,3.09,43.99,0.69232,0
2020_19_03_15_10,839,21.4,31,-102,0.15,14.86,2.47,36.76,0.69170,0
2020_19_03_15_16,844,21.6,30,-102,0.15,14.86,0.92,13.64,0.73386,1
2020_19_03_15_22,836,21.7,29,-103,0.15,15.05,0.70,10.57,0.74969,2
2020_19_03_15_28,805,21.9,26,-104,0.15,15.25,0.96,14.69,0.65192,0
2020_19_03_15_34,788,22.1,25,-105,0.15,14.66,2.39,35.01,0.67183,0
2020_19_03_15_45,755,22.3,23,-107,0.15,15.06,0.83,12.54,0.74118,1
2020_19_03_15_51,819,22.5,22,-108,0.15,15.44,0.65,9.99,0.75271,2
2020_19_03_15_57,907,22.6,21,-109,0.15,15.45,0.78,12.05,0.77487,3
2020_19_03_16_08,949,22.9,17,-113,0.15,15.65,0.99,15.52,0.76138,2
2020_19_03_16_14,956,22.9,16,-115,0.15,15.44,0.52,8.09,0.72135,1
2020_19_03_16_20,961,23,15,-117,0.15,15.06,0.37,5.54,0.71569,1
2020_19_03_16_25,967,23.1,14,-120,0.15,15.45,0.22,3.41,0.75792,2
2020_19_03_16_31,971,23.1,13,-123,0.15,14.66,0.18,2.58,0.75637,2
2020_19_03_16_37,975,23.2,12,-126,0.15,15.05,0.23,3.39,0.75633,2
2020_19_03_16_43,962,23.3,10,-135,0.15,15.25,0.24,3.71,0.76211,2
2020_19_03_16_48,930,23.4,9,-141,0.15,15.06,0.20,2.95,0.74384,1
2020_19_03_16_54,894,23.5,8,-147,0.15,15.45,0.18,2.84,0.74654,2
2020_19_03_17_00,902,23.5,8,-156,0.15,15.65,0.25,3.96,0.78610,3
2020_19_03_17_06,924,23.6,7,-165,0.15,15.65,0.44,6.85,0.78250,3
2020_19_03_17_12,949,23.6,7,-175,0.15,15.65,0.47,7.36,0.76080,2
2020_19_03_17_17,972,23.7,7,175,0.15,15.65,0.35,5.48,0.73648,1
2020_19_03_17_23,984,23.8,8,156,0.15,15.65,0.31,4.80,0.76919,3
2020_19_03_17_29,982,23.8,8,148,0.15,15.25,0.26,4.01,0.74865,2
2020_19_03_17_35,978,23.9,9,141,0.15,14.66,0.14,2.10,0.71814,1
2020_19_03_17_40,972,23.9,10,135,0.15,14.45,0.13,1.85,0.75008,2
2020_19_03_17_46,966,24,11,130,0.15,14.26,0.12,1.67,0.73892,1
2020_19_03_17_52,959,24,12,126,0.15,13.25,0.06,0.83,0.67542,0
2020_19_03_17_58,950,24.1,13,122,0.15,13.06,0.03,0.39,0.65568,0
2020_19_03_18_03,893,24.1,15,117,0.15,11.86,0.02,0.24,0.63233,0
2020_20_03_06_13,0,14.1,163,-70,0.15,12.46,0.02,0.26,0.68949,0
2020_20_03_06_19,0,14.1,162,-71,0.15,14.27,0.04,0.56,0.74726,2
2020_20_03_06_25,0,14.1,161,-73,0.15,14.87,0.06,0.88,0.74847,2
2020_20_03_06_30,0,14.1,160,-74,0.15,14.87,0.06,0.92,0.74075,1
2020_20_03_06_36,0,14,159,-75,0.15,14.45,0.07,1.04,0.73532,1
2020_20_03_06_42,0,14,157,-76,0.15,15.06,0.07,1.01,0.74254,1
2020_20_03_06_48,0,14,155,-77,0.15,15.45,0.08,1.28,0.75246,2
2020_20_03_06_54,0,14,154,-78,0.15,15.66,0.13,2.10,0.78895,3
2020_20_03_06_59,0,14,154,-78,0.15,16.26,0.17,2.73,0.78078,3
2020_20_03_07_05,0,14,151,-79,0.15,15.06,0.15,2.27,0.72383,1
2020_20_03_07_11,0,14,150,-80,0.15,15.06,0.12,1.85,0.74613,2
2020_20_03_07_17,0,14,149,-80,0.15,15.06,0.08,1.27,0.71069,1
2020_20_03_07_22,0,14,148,-81,0.15,14.46,0.06,0.80,0.69797,0
2020_20_03_07_28,0,13.9,145,-82,0.15,13.86,0.05,0.65,0.72037,1
2020_20_03_07_34,0,13.9,144,-82,0.15,14.87,0.08,1.20,0.75998,2
2020_20_03_07_40,0,13.9,143,-82,0.15,15.06,0.11,1.63,0.78482,3
2020_20_03_07_45,0,13.9,141,-83,0.15,15.86,0.17,2.74,0.76854,3
2020_20_03_07_51,0,13.9,140,-83,0.15,15.86,0.21,3.33,0.79721,3
2020_20_03_07_57,0,13.9,139,-83,0.15,16.26,0.35,5.66,0.80186,3
2020_20_03_08_03,0,13.9,136,-84,0.15,16.47,0.48,7.84,0.79358,3
2020_20_03_08_08,0,13.9,135,-84,0.15,16.65,0.56,9.37,0.78312,3
2020_20_03_08_14,0,13.9,134,-84,0.15,16.26,0.61,9.89,0.79869,3
2020_20_03_08_20,0,13.9,133,-85,0.15,16.47,0.61,9.96,0.78537,3
2020_20_03_08_26,0,13.9,132,-85,0.15,16.66,0.66,11.00,0.78564,3
2020_20_03_08_31,0,13.8,130,-85,0.15,16.47,0.69,11.35,0.76971,3
2020_20_03_08_37,0,13.8,129,-85,0.15,16.26,0.72,11.74,0.76362,2
2020_20_03_08_43,0,13.8,127,-86,0.15,15.86,0.69,10.86,0.76127,2
2020_20_03_08_49,0,13.8,125,-86,0.15,16.26,0.73,11.82,0.76792,3
2020_20_03_08_54,0,13.8,124,-86,0.15,16.26,0.70,11.45,0.77158,3
2020_20_03_09_00,0,13.8,123,-86,0.15,16.06,0.54,8.64,0.77592,3
2020_20_03_09_06,0,13.7,122,-87,0.15,16.47,0.83,13.65,0.77879,3
2020_20_03_09_12,0,13.7,120,-87,0.15,16.26,0.93,15.15,0.77981,3
2020_20_03_09_17,0,13.6,119,-87,0.15,15.86,1.10,17.37,0.77907,3
2020_20_03_09_23,0,13.5,117,-87,0.15,16.06,1.35,21.73,0.78545,3
2020_20_03_09_29,0,13.5,115,-87,0.15,16.06,1.63,26.23,0.74948,2
2020_20_03_09_35,0,13.4,114,-88,0.15,16.26,2.06,33.46,0.77813,3
2020_20_03_09_52,0,13.2,110,-88,0.15,15.26,0.57,8.67,0.72381,1
2020_20_03_09_58,0,13.2,109,-88,0.15,15.65,0.33,5.16,0.75288,2
2020_20_03_10_04,0,13.1,107,-88,0.15,15.26,0.26,3.98,0.74956,2
2020_20_03_10_09,0,13.1,105,-89,0.15,15.45,0.26,3.97,0.76269,2
2020_20_03_10_15,0,13.2,104,-89,0.15,15.66,0.23,3.55,0.74875,2
2020_20_03_10_21,0,13.2,103,-89,0.15,16.06,0.25,4.06,0.77924,3
2020_20_03_10_27,0,13.2,102,-89,0.15,15.86,0.23,3.58,0.75460,2
2020_20_03_10_32,0,13.2,101,-89,0.15,16.06,0.25,4.03,0.79829,3
2020_20_03_10_38,0,13.3,98,-89,0.15,16.47,0.44,7.21,0.80795,3
2020_20_03_10_44,0,13.3,97,-90,0.15,16.66,0.59,9.90,0.79027,3
2020_20_03_10_50,0,13.3,96,-90,0.15,16.66,0.64,10.73,0.77716,3
2020_20_03_10_55,0,13.4,94,-90,0.15,16.66,0.71,11.80,0.78322,3
2020_20_03_11_01,0,13.4,93,-90,0.15,16.66,0.73,12.21,0.77662,3
2020_20_03_11_07,0,13.5,92,-90,0.15,16.66,0.85,14.09,0.78582,3
2020_20_03_11_13,4,13.7,89,-90,0.15,16.66,0.85,14.18,0.76828,3
2020_20_03_11_18,10,13.8,88,-90,0.15,16.47,0.90,14.82,0.78950,3
2020_20_03_11_24,16,13.9,87,-91,0.15,16.26,0.76,12.39,0.73763,1
2020_20_03_11_30,17,14,86,-91,0.15,16.06,0.51,8.21,0.76010,2
2020_20_03_11_36,17,14.1,84,-91,0.15,16.06,0.46,7.32,0.77167,3
2020_20_03_11_41,25,14.2,83,-91,0.15,16.26,0.46,7.40,0.78956,3
2020_20_03_11_47,36,14.4,82,-91,0.15,16.26,0.49,8.03,0.77854,3
2020_20_03_11_53,51,14.6,79,-91,0.15,16.26,0.49,8.03,0.76984,3
2020_20_03_11_59,51,14.6,79,-91,0.15,16.86,0.60,10.12,0.80904,3
2020_20_03_12_05,64,14.8,77,-92,0.15,16.47,0.83,13.72,0.79587,3
2020_20_03_12_10,75,14.9,76,-92,0.15,16.47,1.10,18.05,0.78436,3
2020_20_03_12_16,86,15.1,74,-92,0.15,16.26,1.13,18.42,0.75963,2
2020_20_03_12_22,87,15.2,73,-92,0.15,16.26,0.98,15.85,0.77568,3
2020_20_03_12_28,74,15.4,71,-92,0.15,16.26,1.11,17.98,0.77458,3
2020_20_03_12_33,63,15.5,69,-93,0.15,16.26,1.21,19.69,0.77236,3
2020_20_03_12_39,62,15.7,68,-93,0.15,16.06,1.11,17.89,0.76188,2
2020_20_03_12_45,67,15.8,67,-93,0.15,16.06,0.96,15.42,0.77122,3
2020_20_03_12_51,97,15.9,66,-93,0.15,16.26,1.06,17.25,0.78673,3
2020_20_03_12_56,133,16,65,-93,0.15,16.26,1.32,21.43,0.77432,3
2020_20_03_13_02,146,16.1,63,-93,0.15,16.06,1.72,27.69,0.76596,3
2020_20_03_13_08,183,16.3,61,-94,0.15,15.45,2.82,43.54,0.65040,0
2020_20_03_13_14,222,16.4,60,-94,0.15,17.06,1.81,30.84,0.64121,0
2020_20_03_13_19,244,16.4,58,-94,0.15,15.26,2.69,41.02,0.73184,1
2020_20_03_13_25,261,16.5,57,-94,0.15,14.27,3.44,49.12,0.50682,0
2020_20_03_13_31,314,16.6,56,-95,0.15,15.06,1.75,26.42,0.73365,1
2020_20_03_13_42,413,16.7,53,-95,0.15,15.26,1.66,25.39,0.72137,1
2020_20_03_13_48,411,16.8,51,-95,0.15,15.66,1.54,24.09,0.74255,1
2020_20_03_13_54,374,16.9,50,-96,0.15,15.66,2.18,34.09,0.67746,0
2020_20_03_14_17,451,17.3,45,-97,0.15,15.06,1.45,21.78,0.74023,1
2020_20_03_14_23,486,17.5,42,-97,0.15,15.45,1.60,24.74,0.76378,2
2020_20_03_14_34,562,17.8,40,-98,0.15,14.06,4.57,64.25,0.64006,0
2020_20_03_14_40,518,17.9,39,-98,0.15,13.66,4.41,60.23,0.67980,0
2020_20_03_14_46,443,18,37,-99,0.15,13.86,3.89,53.96,0.64629,0
2020_20_03_14_57,120,18.2,35,-99,0.15,15.06,0.97,14.56,0.72810,1
2020_20_03_15_03,77,18.5,32,-100,0.15,16.06,0.75,12.09,0.75420,2
2020_20_03_15_09,63,18.6,31,-101,0.15,15.65,0.97,15.13,0.75282,2
2020_20_03_15_15,46,18.7,30,-101,0.15,15.86,1.76,27.95,0.87023,3
2020_20_03_15_26,40,18.9,28,-103,0.15,15.06,0.90,13.58,0.74931,2
2020_20_03_15_32,50,19,26,-103,0.15,15.66,0.98,15.35,0.76457,2
2020_20_03_15_38,98,19.2,24,-105,0.15,15.06,0.81,12.21,0.71999,1
2020_20_03_15_43,136,19.3,23,-106,0.15,15.86,2.70,42.79,0.69519,0
2020_20_03_15_49,143,19.4,22,-107,0.15,15.26,2.81,42.83,0.70144,1
2020_20_03_15_55,140,19.5,20,-108,0.15,15.06,0.68,10.20,0.72543,1
2020_20_03_16_01,156,19.6,19,-109,0.15,15.45,0.59,9.07,0.73104,1
2020_20_03_16_06,178,19.6,18,-110,0.15,16.46,0.79,13.00,0.78458,3
2020_20_03_16_12,204,19.7,17,-112,0.15,15.86,0.76,12.02,0.72311,1
2020_20_03_16_18,206,19.9,15,-116,0.15,15.86,0.60,9.56,0.74316,1
2020_20_03_16_24,168,20,13,-118,0.15,16.06,0.50,8.00,0.75217,2
2020_20_03_16_29,134,20,12,-121,0.15,15.86,0.46,7.30,0.75092,2
2020_20_03_16_35,103,20.1,11,-125,0.15,16.47,0.42,6.95,0.74650,2
2020_20_03_16_41,80,20.2,10,-129,0.15,15.86,0.47,7.44,0.75288,2
2020_20_03_16_47,61,20.3,9,-133,0.15,16.06,0.34,5.49,0.79101,3
2020_20_03_16_52,47,20.3,9,-140,0.15,16.06,0.47,7.55,0.82333,3
2020_20_03_16_58,35,20.4,8,-146,0.15,16.05,0.52,8.27,0.75161,2
2020_20_03_17_04,77,20.5,7,-165,0.15,15.86,0.48,7.68,0.73803,1
2020_20_03_17_10,132,20.6,7,-175,0.15,15.66,0.33,5.14,0.74451,1
2020_20_03_17_16,195,20.6,7,174,0.15,16.26,0.29,4.70,0.76084,2
2020_20_03_17_21,209,20.7,7,164,0.15,15.45,0.19,2.89,0.74730,2
2020_20_03_17_27,209,20.7,7,154,0.15,15.26,0.23,3.49,0.74395,1
2020_20_03_17_33,337,20.8,9,139,0.15,15.26,0.16,2.43,0.72770,1
2020_20_03_17_39,304,20.8,9,133,0.15,14.87,0.09,1.29,0.71455,1
2020_20_03_17_44,241,20.9,10,128,0.15,13.86,0.06,0.76,0.70064,1
2020_20_03_17_50,257,20.9,11,124,0.15,13.86,0.04,0.60,0.69869,0
2020_20_03_17_56,300,21,12,121,0.15,14.06,0.03,0.46,0.69004,0
2020_20_03_18_02,350,21,14,118,0.15,12.87,0.02,0.27,0.66487,0
2020_21_03_06_23,0,12.7,161,-72,0.14,14.67,0.04,0.60,0.74208,1
2020_21_03_06_29,0,12.7,160,-73,0.14,14.87,0.06,0.86,0.74991,2
2020_21_03_06_35,0,12.6,158,-74,0.14,15.45,0.09,1.36,0.76845,3
2020_21_03_06_40,0,12.6,157,-75,0.14,15.26,0.09,1.33,0.73666,1
2020_21_03_06_46,0,12.6,156,-76,0.14,15.46,0.09,1.36,0.75284,2
2020_21_03_06_52,0,12.6,155,-76,0.14,15.46,0.08,1.22,0.74866,2
2020_21_03_06_58,0,12.6,154,-77,0.14,15.66,0.12,1.83,0.80097,3
2020_21_03_07_03,0,12.6,151,-78,0.14,16.27,0.24,3.84,0.79251,3
2020_21_03_07_09,0,12.5,150,-79,0.14,16.26,0.33,5.38,0.80332,3
2020_21_03_07_15,0,12.5,149,-80,0.14,16.47,0.39,6.37,0.79115,3
2020_21_03_07_21,0,12.5,147,-80,0.14,16.47,0.43,7.03,0.78367,3
2020_21_03_07_26,0,12.5,146,-80,0.14,16.47,0.50,8.24,0.79230,3
2020_21_03_07_32,0,12.4,145,-81,0.14,16.66,0.52,8.71,0.77906,3
2020_21_03_07_38,0,12.4,143,-82,0.14,16.47,0.57,9.44,0.78562,3
2020_21_03_07_44,0,12.4,141,-82,0.14,16.47,0.63,10.43,0.77888,3
2020_21_03_07_49,0,12.3,140,-82,0.14,16.47,0.67,11.05,0.78597,3
2020_21_03_07_55,0,12.3,139,-83,0.14,16.66,0.73,12.11,0.78069,3
2020_21_03_08_01,0,12.3,138,-83,0.14,16.47,0.76,12.47,0.77792,3
2020_21_03_08_07,0,12.3,136,-83,0.14,16.47,0.75,12.39,0.78131,3
2020_21_03_08_12,0,12.2,135,-84,0.14,16.47,0.73,12.07,0.77239,3
2020_21_03_08_18,0,12.1,133,-84,0.14,16.47,0.78,12.80,0.78447,3
2020_21_03_08_24,0,12.1,131,-84,0.14,16.66,0.87,14.43,0.78601,3
2020_21_03_08_30,0,12,130,-85,0.14,16.47,0.89,14.66,0.77293,3
2020_21_03_08_36,0,12,129,-85,0.14,16.47,0.66,10.79,0.76822,3
2020_21_03_08_41,0,11.9,128,-85,0.14,16.47,0.68,11.20,0.77933,3
2020_21_03_08_47,0,11.9,126,-85,0.14,16.47,0.81,13.27,0.81269,3
2020_21_03_08_53,0,11.8,124,-86,0.14,16.66,1.07,17.74,0.80742,3
2020_21_03_08_59,0,11.8,124,-86,0.14,16.66,1.45,24.19,0.79636,3
2020_21_03_09_04,0,11.7,122,-86,0.14,17.06,1.86,31.75,0.81696,3
2020_21_03_09_10,0,11.7,120,-86,0.14,15.86,1.68,26.64,0.74307,1
2020_21_03_09_16,0,11.6,119,-86,0.14,15.86,1.72,27.30,0.72480,1
2020_21_03_09_22,0,11.6,118,-87,0.14,15.86,1.80,28.55,0.75377,2
2020_21_03_09_27,0,11.6,117,-87,0.14,16.26,1.66,26.94,0.75391,2
2020_21_03_09_33,0,11.5,114,-87,0.14,15.86,1.66,26.33,0.74979,2
2020_21_03_09_39,0,11.5,113,-87,0.14,15.86,1.77,28.12,0.73925,1
2020_21_03_09_45,0,11.5,112,-87,0.14,15.86,1.64,26.07,0.74562,2
2020_21_03_09_50,0,11.5,110,-88,0.14,15.86,1.85,29.36,0.74394,1
2020_21_03_09_56,0,11.5,109,-88,0.14,15.66,1.96,30.68,0.72821,1
2020_21_03_10_02,0,11.4,108,-88,0.14,15.46,2.53,39.10,0.71769,1
2020_21_03_10_08,0,11.4,105,-88,0.14,15.06,2.40,36.16,0.66757,0
2020_21_03_10_13,0,11.4,104,-88,0.14,15.45,2.07,32.04,0.69560,0
2020_21_03_10_19,0,11.4,103,-88,0.14,15.66,1.85,28.94,0.75410,2
2020_21_03_10_31,0,11.3,100,-89,0.14,14.87,2.53,37.55,0.71145,1
2020_21_03_10_37,0,11.3,99,-89,0.14,14.87,2.14,31.87,0.66890,0
2020_21_03_10_42,0,11.3,98,-89,0.14,15.45,2.79,43.07,0.52417,0
2020_21_03_10_54,0,11.3,94,-89,0.14,14.67,2.14,31.44,0.72273,1
2020_21_03_11_00,0,11.3,93,-90,0.14,15.26,2.56,39.04,0.67493,0
2020_21_03_11_11,3,11.4,90,-90,0.14,14.87,4.40,65.43,0.67697,0
2020_21_03_11_23,31,11.8,87,-90,0.14,14.06,2.16,30.43,0.75374,2
2020_21_03_11_34,50,12.1,84,-91,0.14,13.46,3.65,49.06,0.75743,2
2020_21_03_11_46,80,12.4,82,-91,0.14,15.26,3.50,53.44,0.81438,3
2020_21_03_11_57,132,12.6,79,-91,0.14,14.27,2.55,36.45,0.69436,0
2020_21_03_12_09,176,13.1,76,-91,0.14,13.26,4.80,63.58,0.69543,0
2020_21_03_12_32,240,13.8,71,-92,0.14,12.67,5.17,65.53,0.60101,0
2020_21_03_12_38,291,14.2,68,-92,0.14,13.25,4.86,64.45,0.61392,0
2020_21_03_12_43,312,14.4,67,-93,0.14,12.67,4.69,59.45,0.59671,0
2020_21_03_12_49,333,14.6,66,-93,0.14,12.87,4.95,63.76,0.61186,0
2020_21_03_12_55,354,14.8,64,-93,0.14,13.07,4.79,62.61,0.61494,0
2020_21_03_13_01,375,14.9,63,-93,0.14,13.26,4.74,62.81,0.61742,0
2020_21_03_13_06,397,15.1,62,-93,0.14,12.86,4.94,63.52,0.61341,0
2020_21_03_13_18,457,15.6,58,-94,0.14,13.06,4.94,64.53,0.61787,0
2020_21_03_13_24,473,15.8,57,-94,0.14,12.86,5.05,64.99,0.62379,0
2020_21_03_13_29,503,16,56,-94,0.14,12.86,4.82,61.97,0.61451,0
2020_21_03_13_35,536,16.2,54,-94,0.14,12.87,4.78,61.48,0.61925,0
2020_21_03_13_41,561,16.3,53,-94,0.14,12.46,4.92,61.32,0.61991,0
2020_21_03_13_47,583,16.5,52,-95,0.14,13.06,4.70,61.42,0.62015,0
2020_21_03_14_04,548,17.2,47,-96,0.14,15.06,0.83,12.47,0.75953,2
2020_21_03_14_10,527,17.4,46,-96,0.14,14.46,4.31,62.32,0.64973,0
2020_21_03_14_21,455,17.9,43,-96,0.14,15.26,0.83,12.64,0.80221,3
2020_21_03_14_27,396,18.1,42,-97,0.14,14.46,4.07,58.81,0.62987,0
2020_21_03_14_33,548,18.5,40,-97,0.14,15.06,0.95,14.35,0.79258,3
2020_21_03_14_44,422,19,37,-98,0.14,14.06,4.10,57.59,0.65541,0
2020_21_03_14_50,422,19.2,36,-98,0.14,14.67,0.99,14.52,0.73023,1
2020_21_03_14_56,452,19.4,35,-99,0.14,15.26,0.94,14.33,0.74308,1
2020_21_03_15_02,516,19.6,33,-99,0.14,15.06,0.48,7.27,0.71424,1
2020_21_03_15_07,591,19.8,32,-100,0.14,14.87,0.42,6.23,0.78492,3
2020_21_03_15_13,726,20.2,30,-101,0.14,15.45,0.35,5.44,0.75236,2
2020_21_03_15_19,782,20.4,29,-101,0.14,15.45,0.35,5.45,0.76086,2
2020_21_03_15_25,830,20.6,27,-102,0.14,15.45,0.35,5.38,0.76877,3
2020_21_03_15_30,791,20.7,26,-102,0.14,15.86,0.48,7.57,0.81463,3
2020_21_03_15_36,726,20.9,25,-103,0.14,15.86,0.58,9.26,0.76049,2
2020_21_03_15_42,710,21.1,24,-104,0.14,15.86,0.44,6.99,0.76376,2
2020_21_03_15_48,768,21.5,21,-106,0.14,15.86,0.56,8.87,0.77868,3
2020_21_03_15_53,831,21.7,20,-107,0.14,16.05,0.68,10.88,0.75870,2
2020_21_03_15_59,831,21.7,20,-107,0.14,16.06,0.71,11.43,0.76408,2
2020_21_03_16_05,592,22,18,-109,0.14,15.66,0.50,7.75,0.72452,1
2020_21_03_16_11,726,22.1,17,-111,0.14,15.66,0.32,5.06,0.75386,2
2020_21_03_16_16,941,22.2,15,-113,0.14,15.85,0.35,5.48,0.77335,3
2020_21_03_16_22,993,22.3,14,-115,0.14,16.06,0.59,9.49,0.78192,3
2020_21_03_16_28,1014,22.4,12,-120,0.14,16.47,0.76,12.52,0.78219,3
2020_21_03_16_34,1043,22.5,11,-123,0.14,16.47,0.63,10.31,0.74959,2
2020_21_03_16_40,1057,22.6,10,-127,0.14,15.85,0.43,6.88,0.77583,3
2020_21_03_16_45,1063,22.7,9,-132,0.14,15.86,0.37,5.79,0.74572,2
2020_21_03_16_51,1005,22.8,8,-138,0.14,15.06,0.16,2.47,0.70972,1
2020_21_03_16_57,929,22.9,7,-145,0.14,15.06,0.11,1.72,0.73053,1
2020_21_03_17_03,940,23,6,-164,0.14,14.27,0.07,1.06,0.73630,1
2020_21_03_17_08,968,23.1,6,-176,0.14,14.86,0.07,1.10,0.74507,2
2020_21_03_17_14,999,23.1,6,173,0.14,14.46,0.10,1.39,0.73614,1
2020_21_03_17_20,1025,23.2,6,162,0.14,14.06,0.06,0.79,0.71360,1
2020_21_03_17_26,1049,23.2,7,152,0.14,13.66,0.06,0.76,0.68462,0
2020_21_03_17_31,1055,23.3,8,144,0.14,13.86,0.04,0.54,0.68214,0
2020_21_03_17_37,1055,23.3,8,136,0.14,12.47,0.02,0.26,0.62832,0
2020_21_03_17_43,1050,23.4,10,126,0.14,11.65,0.01,0.16,0.61937,0
2020_21_03_17_49,1054,23.4,11,122,0.14,12.25,0.01,0.12,0.61268,0
2020_21_04_16_30,691,19.9,10,-55,0.14,16.06,0.52,8.32,0.77609,3
2020_21_04_16_36,705,20.3,9,-50,0.14,15.66,0.52,8.17,0.73725,1
2020_21_04_16_42,642,20.7,8,-44,0.14,15.66,0.35,5.51,0.74043,1
2020_21_04_16_48,543,21.4,7,-29,0.14,15.45,0.25,3.80,0.72163,1
2020_21_04_16_53,551,21.8,6,-19,0.14,15.26,0.20,3.07,0.74916,2
2020_21_04_16_59,551,21.8,6,-19,0.14,15.06,0.18,2.74,0.74557,2
2020_21_04_17_05,573,22.2,6,5,0.14,15.46,0.17,2.67,0.77160,3
2020_21_04_17_11,608,22.2,6,17,0.14,15.26,0.23,3.46,0.77599,3
2020_21_04_17_17,652,22.1,6,27,0.14,15.26,0.23,3.54,0.74937,2
2020_21_04_17_23,761,22,8,44,0.14,15.26,0.20,3.05,0.75110,2
2020_21_04_17_28,753,21.9,9,49,0.14,15.06,0.17,2.59,0.74028,1
2020_21_04_17_34,725,21.9,10,54,0.14,14.67,0.11,1.57,0.70997,1
2020_21_04_17_40,706,21.8,11,58,0.14,14.66,0.08,1.20,0.73402,1
2020_21_04_17_46,692,21.8,12,61,0.14,14.27,0.08,1.13,0.64419,0
2020_21_04_17_52,707,21.7,13,63,0.14,14.27,0.06,0.87,0.73824,1
2020_21_04_17_58,732,21.6,14,65,0.14,14.27,0.05,0.71,0.69420,0
2020_21_04_18_03,876,21.5,16,69,0.14,13.26,0.03,0.38,0.68504,0
2020_22_03_06_04,0,12.4,165,-64,0.14,12.26,0.01,0.15,0.65271,0
2020_22_03_06_10,0,12.4,164,-66,0.14,13.26,0.02,0.30,0.72057,1
2020_22_03_06_16,0,12.4,163,-68,0.14,13.86,0.03,0.46,0.75233,2
2020_22_03_06_22,0,12.3,162,-69,0.14,14.67,0.04,0.53,0.75231,2
2020_22_03_06_27,0,12.3,161,-71,0.14,15.06,0.06,0.83,0.74344,1
2020_22_03_06_33,0,12.3,158,-73,0.14,15.26,0.07,1.08,0.76196,2
2020_22_03_06_39,0,12.3,157,-74,0.14,15.66,0.08,1.28,0.74325,1
2020_22_03_06_45,0,12.3,156,-75,0.14,16.06,0.14,2.18,0.79699,3
2020_22_03_06_50,0,12.2,155,-76,0.14,16.47,0.24,4.02,0.80561,3
2020_22_03_06_56,0,12.2,153,-76,0.14,16.26,0.27,4.36,0.75202,2
2020_22_03_07_02,0,12.2,152,-77,0.14,16.66,0.19,3.23,0.77736,3
2020_22_03_07_08,0,12.2,150,-78,0.14,16.27,0.20,3.27,0.77856,3
2020_22_03_07_13,0,12.3,148,-79,0.14,16.06,0.20,3.16,0.76723,3
2020_22_03_07_19,0,12.3,147,-79,0.14,16.27,0.20,3.25,0.80537,3
2020_22_03_07_25,0,12.3,146,-80,0.14,16.06,0.22,3.57,0.76612,3
2020_22_03_07_31,0,12.3,145,-80,0.14,16.06,0.24,3.77,0.77707,3
2020_22_03_07_36,0,12.4,144,-81,0.14,16.27,0.25,3.99,0.77576,3
2020_22_03_07_42,0,12.4,142,-81,0.14,16.27,0.26,4.30,0.78034,3
2020_22_03_07_48,0,12.5,140,-82,0.14,16.06,0.28,4.51,0.77520,3
2020_22_03_07_54,0,12.5,139,-82,0.14,16.47,0.29,4.83,0.77538,3
2020_22_03_08_00,0,12.5,137,-82,0.14,16.26,0.30,4.94,0.78157,3
2020_22_03_08_05,0,12.5,136,-83,0.14,16.66,0.30,5.00,0.77669,3
2020_22_03_08_11,0,12.5,135,-83,0.14,16.27,0.32,5.17,0.78378,3
2020_22_03_08_17,0,12.5,134,-83,0.14,16.26,0.35,5.61,0.78026,3
2020_22_03_08_23,0,12.4,131,-84,0.14,16.26,0.37,5.98,0.77960,3
2020_22_03_08_28,0,12.4,130,-84,0.14,16.47,0.39,6.41,0.78149,3
2020_22_03_08_34,0,12.4,129,-84,0.14,16.66,0.42,7.00,0.78542,3
2020_22_03_08_40,0,12.3,128,-85,0.14,16.47,0.45,7.41,0.78057,3
2020_22_03_08_46,0,12.3,126,-85,0.14,16.66,0.49,8.08,0.79314,3
2020_22_03_08_51,0,12.3,125,-85,0.14,16.86,0.49,8.21,0.80406,3
2020_22_03_08_57,0,12.3,124,-85,0.14,16.86,0.52,8.80,0.80088,3
2020_22_03_09_03,0,12.2,121,-86,0.14,18.07,0.58,10.52,0.84877,3
2020_22_03_09_09,0,12.2,120,-86,0.14,17.26,0.61,10.46,0.66599,0
2020_22_03_09_14,0,12.1,119,-86,0.14,18.47,1.85,34.19,0.62093,0
2020_22_03_09_26,0,12.1,116,-86,0.14,17.86,0.71,12.66,0.69662,0
2020_22_03_09_32,0,12,115,-87,0.14,18.86,0.82,15.50,0.43953,0
2020_22_03_09_37,0,12,114,-87,0.14,18.27,1.65,30.18,0.44990,0
2020_22_03_09_43,0,11.9,111,-87,0.14,15.06,3.37,50.74,0.69975,0
2020_22_03_09_49,0,11.9,110,-87,0.14,14.67,3.55,52.03,0.68511,0
2020_22_03_09_55,0,11.9,109,-87,0.14,14.46,3.55,51.30,0.68088,0
